#For:  AD Model Builder: using automatic differentiation for statistical inference of highly parameterized complex nonlinear models ||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
#Timespan=All years. Indexes=SCI-EXPANDED, ESCI, A&HCI, SSCI.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
#||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||
Title|Authors|Corporate Authors|Editors|Book Editors|Source Title|Publication Date|Publication Year|Volume|Issue|Part Number|Supplement|Special Issue|Beginning Page|Ending Page|Article Number|DOI|Conference Title|Conference Date|Total Citations|Average per Year|1980|1981|1982|1983|1984|1985|1986|1987|1988|1989|1990|1991|1992|1993|1994|1995|1996|1997|1998|1999|2000|2001|2002|2003|2004|2005|2006|2007|2008|2009|2010|2011|2012|2013|2014|2015|2016|2017|2018|2019
An evaluation of behavioural endpoints: The pharmaceutical pollutant fluoxetine decreases aggression across multiple contexts in round goby (Neogobius melanostomus)|McCallum, Erin S.; Bose, Aneesh P. H.; Warriner, Theresa R.; Balshine, Sigal||||CHEMOSPHERE|MAY 2017|2017|175|||||401|410||10.1016/j.chemosphere.2017.02.059|||9|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|5|2
Does unreported catch lead to overfishing?|Rudd, Merrill B.; Branch, Trevor A.||||FISH AND FISHERIES|MAR 2017|2017|18|2||||313|323||10.1111/faf.12181|||9|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|5|1
Large- and small-scale environmental factors drive distributions of cool-adapted plants in karstic microrefugia|Batori, Zoltan; Vojtko, Andras; Farkas, Tunde; Szabo, Anna; Havadtoi, Krisztina; Vojtko, Anna E.; Tolgyesi, Csaba; Cseh, Viktoria; Erdos, Laszlo; Maak, Istvan Elek; Keppel, Gunnar||||ANNALS OF BOTANY|JAN 2017|2017|119|2||||301|309||10.1093/aob/mcw233|||9|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|6|1
A test of trophic cascade theory: fish and benthic assemblages across a predator density gradient on coral reefs|Casey, Jordan M.; Baird, Andrew H.; Brandl, Simon J.; Hoogenboom, Mia O.; Rizzari, Justin R.; Frisch, Ashley J.; Mirbach, Christopher E.; Connolly, Sean R.||||OECOLOGIA|JAN 2017|2017|183|1||||161|175||10.1007/s00442-016-3753-8|||9|3|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|2|3
Multiple reproductive barriers separate recently diverged sunflower ecotypes|Ostevik, Katherine L.; Andrew, Rose L.; Otto, Sarah P.; Rieseberg, Loren H.||||EVOLUTION|OCT 2016|2016|70|10||||2322|2335||10.1111/evo.13027|||9|2.25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|6|1
Management of Protected Areas and Its Effect on an Ecosystem Function: Removal of Prosopis flexuosa Seeds by Mammals in Argentinian Drylands|Campos, Claudia M.; Campos, Valeria E.; Miguel, Florencia; Cona, Monica I.||||PLOS ONE|SEP 21 2016|2016|11|9||||||e0162551|10.1371/journal.pone.0162551|||9|2.25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|7|0
A state-space approach to incorporating environmental effects on recruitment in an age-structured assessment model with an application to southern New England yellowtail flounder|Miller, Timothy J.; Hare, Jonathan A.; Alade, Larry A.||||CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES|AUG 2016|2016|73|8||||1261|1270||10.1139/cjfas-2015-0339|||9|2.25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|6|0
Growth functions that incorporate the cost of reproduction|Minte-Vera, Carolina V.; Maunder, Mark N.; Casselman, John M.; Campana, Steven E.||||FISHERIES RESEARCH|AUG 2016|2016|180||||SI|31|44||10.1016/j.fishres.2015.10.023|||9|2.25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|4|4|0
Northern bobwhite abundance in relation to precipitation and landscape structure|Parent, Chad J.; Hernandez, Fidel; Brennan, Leonard A.; Wester, David B.; Bryant, Fred C.; Schnupp, Matthew J.||||JOURNAL OF WILDLIFE MANAGEMENT|JAN 2016|2016|80|1||||7|18||10.1002/jwmg.992|||9|2.25|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|5|1|0
Sex-specific consequences of an induced immune response on reproduction in a moth|Barthel, Andrea; Staudacher, Heike; Schmaltz, Antje; Heckel, David G.; Groot, Astrid T.||||BMC EVOLUTIONARY BIOLOGY|DEC 16 2015|2015|15|||||||282|10.1186/s12862-015-0562-3|||9|1.8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|4|3|1
Re-examination of sea lamprey control policies for the St. Marys River: completion of an adaptive management cycle|Jones, Michael L.; Brenden, Travis O.; Irwin, Brian J.||||CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES|OCT 2015|2015|72|10||||1538|1551||10.1139/cjfas-2014-0567|||9|1.8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|3|2|0
Ecological contrasts drive responses of wintering farmland birds to conservation management|Hammers, Martijn; Muskens, Gerard J. D. M.; van Kats, Ruud J. M.; Teunissen, Wolf A.; Kleijn, David||||ECOGRAPHY|AUG 2015|2015|38|8||||813|821||10.1111/ecog.01060|||9|1.8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|0|5|0
Selectivity and two biomass measures in an age-based assessment of Antarctic krill (Euphausia superba)|Kinzey, Douglas; Watters, George M.; Reiss, Christian S.||||FISHERIES RESEARCH|AUG 2015|2015|168|||||72|84||10.1016/j.fishres.2015.03.023|||9|1.8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|3|4|0
The effects of a thermal discharge on the macroinvertebrate community of a large British river: implications for climate change|Worthington, T. A.; Shaw, P. J.; Daffern, J. R.; Langford, T. E. L.||||HYDROBIOLOGIA|JUL 2015|2015|753|1||||81|95||10.1007/s10750-015-2197-1|||9|1.8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|4|1
Stand maturity affects positively ground-dwelling arthropods in a protected beech forest|Isaia, Marco; Paschetta, Mauro; Gobbi, Mauro; Zapparoli, Marzio; Chiarle, Alberto; Taglianti, Augusto Vigna||||ANNALS OF FOREST SCIENCE|JUN 2015|2015|72|4||||415|424||10.1007/s13595-014-0441-x|||9|1.8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|3|3|0
Management performance of ecological indicators in the Georges Bank finfish fishery|Fay, Gavin; Link, Jason S.; Large, Scott I.; Gamble, Robert J.||||ICES JOURNAL OF MARINE SCIENCE|MAY-JUN 2015|2015|72|5||||1285|1296||10.1093/icesjms/fsu214|||9|1.8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|5|2|0
Habitat modification drives benthic trophic diversity in an intertidal soft-bottom ecosystem|van der Zee, Els M.; Tielens, Elske; Holthuijsen, Sander; Donadi, Serena; Eriksson, Britas Klemens; van der Veer, Henk W.; Piersma, Theunis; Olff, Han; van der Heide, Tjisse||||JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY|APR 2015|2015|465|||||41|48||10.1016/j.jembe.2015.01.001|||9|1.8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|5|2|0
Where to Nest? Ecological Determinants of Chimpanzee Nest Abundance and Distribution at the Habitat and Tree Species Scale|Carvalho, Joana S.; Meyer, Christoph F. J.; Vicente, Luis; Marques, Tiago A.||||AMERICAN JOURNAL OF PRIMATOLOGY|FEB 2015|2015|77|2||||186|199||10.1002/ajp.22321|||9|1.8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|3|4|0
What if stock assessment is as simple as a linear model? The a4a initiative|Jardim, Ernesto; Millar, Colin P.; Mosqueira, Iago; Scott, Finlay; Osio, Giacomo Chato; Ferretti, Marco; Alzorriz, Nekane; Orio, Alessandro||||ICES JOURNAL OF MARINE SCIENCE|JAN 2015|2015|72|1||||232|236||10.1093/icesjms/fsu050|World Conference on Stock Assessment Methods for Sustainable Fisheries|JUL, 2013|9|1.8|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|3|0|3|0
Evidence that microgynes of Myrmica rubra ants are social parasites that attack old host colonies|Schar, S.; Nash, D. R.||||JOURNAL OF EVOLUTIONARY BIOLOGY|NOV 2014|2014|27|11||||2396|2407||10.1111/jeb.12482|||9|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|3|1|3|0
Long-term Impacts of Contrasting Management of Large Ungulates in the Arctic Tundra-Forest Ecotone: Ecosystem Structure and Climate Feedback|Biuw, Martin; Jepsen, Jane U.; Cohen, Juval; Ahonen, Saija H.; Tejesvi, Mysore; Aikio, Sami; Wali, Piippa R.; Vindstad, Ole Petter L.; Markkola, Annamari; Niemela, Pekka; Ims, Rolf A.||||ECOSYSTEMS|AUG 2014|2014|17|5||||890|905||10.1007/s10021-014-9767-3|||9|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2|1
Benthic macrofaunal assemblages in multispecific seagrass meadows of the southern Philippines: Variation among vegetation dominated by different seagrass species|Leopardas, Venus; Uy, Wilfredo; Nakaoka, Masahiro||||JOURNAL OF EXPERIMENTAL MARINE BIOLOGY AND ECOLOGY|AUG 2014|2014|457|||||71|80||10.1016/j.jembe.2014.04.006|||9|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|6|0
Foraging behavior of migrant warblers in mixed-species flocks in Venezuelan shade coffee: interspecific differences, tree species selection, and effects of drought|Newell, Felicity L.; Beachy, Tiffany-Ahren; Rodewald, Amanda D.; Rengifo, Carlos G.; Ausprey, Ian J.; Rodewald, Paul G.||||JOURNAL OF FIELD ORNITHOLOGY|JUN 2014|2014|85|2||||134|151||10.1111/jofo.12056|||9|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|2|1|3|0
Large Roads Reduce Bat Activity across Multiple Species|Kitzes, Justin; Merenlender, Adina||||PLOS ONE|MAY 13 2014|2014|9|5||||||e96341|10.1371/journal.pone.0096341|||9|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|2|2|2|1
Male-female relatedness and patterns of male reproductive investment in guppies|Fitzpatrick, Luisa J.; Gasparini, Clelia; Fitzpatrick, John L.; Evans, Jonathan P.||||BIOLOGY LETTERS|MAY 1 2014|2014|10|5||||||20140166|10.1098/rsbl.2014.0166|||9|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|4|0|2|0
Multiple effects of host-species diversity on coexisting host-specific and host-opportunistic microbes|Kedem, Hadar; Cohen, Carmit; Messika, Irit; Einav, Monica; Pilosof, Shai; Hawlena, Hadas||||ECOLOGY|MAY 2014|2014|95|5||||1173|1183||10.1890/13-0678.1|||9|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|3|0|1|3|0
Evaluation of alternative age-based methods for estimating relative abundance from survey data in relation to assessment models|Berg, Casper W.; Nielsen, Anders; Kristensen, Kasper||||FISHERIES RESEARCH|MAR 2014|2014|151|||||91|99||10.1016/j.fishres.2013.10.005|||9|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|2|4|1
Love is in the air: sociality and pair bondedness influence sifaka reproductive signalling|Greene, Lydia K.; Drea, Christine M.||||ANIMAL BEHAVIOUR|FEB 2014|2014|88|||||147|156||10.1016/j.anbehav.2013.11.019|||9|1.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|1|1|4|0
New insights on European hake biology and population dynamics from a sustained tagging effort in the Bay of Biscay|de Pontual, Helene; Jolivet, Aurelie; Garren, Francois; Bertignac, Michel||||ICES JOURNAL OF MARINE SCIENCE|NOV 2013|2013|70|7||||1416|1428||10.1093/icesjms/fst102|||9|1.29|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|2|2|2|0
A comparison of hierarchical models for relative catch efficiency based on paired-gear data for US Northwest Atlantic fish stocks|Miller, Timothy J.||||CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES|SEP 2013|2013|70|9||||1306|1316||10.1139/cjfas-2013-0136|||9|1.29|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|1|4|1|0
Analysis of regional species distribution models based on radio-telemetry datasets from multiple small-scale studies|Rice, Mindy B.; Apa, Anthony D.; Phillips, Michael L.; Gammonley, James H.; Petch, Bradford B.; Eichhoff, Karin||||JOURNAL OF WILDLIFE MANAGEMENT|MAY 2013|2013|77|4||||821|831||10.1002/jwmg.496|||9|1.29|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|2|5|1|0|0
Deer presence rather than abundance determines the population density of the sheep tick, Ixodes ricinus, in Dutch forests|Hofmeester, Tim R.; Sprong, Hein; Jansen, Patrick A.; Prins, Herbert H. T.; van Wieren, Sipke E.||||PARASITES & VECTORS|SEP 19 2017|2017|10|||||||433|10.1186/s13071-017-2370-7|||8|2.67|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|0
Mangrove vegetation decreases density but does not affect species richness and trophic structure of intertidal polychaete assemblages|Checon, Helio Herminio; Corte, Guilherme Nascimento; Silva, Camila Fernanda; Schaeffer-Novelli, Yara; Amaral, Antonia Cecilia Z.||||HYDROBIOLOGIA|JUL 2017|2017|795|1||||169|179||10.1007/s10750-017-3128-0|||8|2.67|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|0
A composite likelihood method for bivariate meta-analysis in diagnostic systematic reviews|Chen, Yong; Liu, Yulun; Ning, Jing; Nie, Lei; Zhu, Hongjian; Chu, Haitao||||STATISTICAL METHODS IN MEDICAL RESEARCH|APR 2017|2017|26|2||||914|930||10.1177/0962280214562146|||8|2.67|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|2|4|1
Four-trophic level food webs reveal the cascading impacts of an invasive plant targeted for biocontrol|Lopez-Nunez, Francisco A.; Heleno, Ruben H.; Ribeiro, Sergio; Marchante, Helia; Marchante, Elizabete||||ECOLOGY|MAR 2017|2017|98|3||||782|793||10.1002/ecy.1701|||8|2.67|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|5|1
Market forces influence helping behaviour in cooperatively breeding paper wasps|Grinsted, Lena; Field, Jeremy||||NATURE COMMUNICATIONS|JAN 24 2017|2017|8|||||||13750|10.1038/ncomms13750|||8|2.67|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|5|1
Modeling zero-modified count and semicontinuous data in health services research Part 1: background and overview|Neelon, Brian; O'Malley, A. James; Smith, Valerie A.||||STATISTICS IN MEDICINE|NOV 2016|2016|35|27||||5070|5093||10.1002/sim.7050|||8|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|7|0
Seasonal changes in neophobia and its consistency in rooks: the effect of novelty type and dominance position|Greggor, Alison L.; Jolles, Jolle W.; Thornton, Alex; Clayton, Nicola S.||||ANIMAL BEHAVIOUR|NOV 2016|2016|121|||||11|20||10.1016/j.anbehav.2016.08.010|||8|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|4|1
Exploring optimal walleye exploitation rates for northern Wisconsin Ceded Territory lakes using a hierarchical Bayesian age-structured model|Tsehaye, Iyob; Roth, Brian M.; Sass, Greg G.||||CANADIAN JOURNAL OF FISHERIES AND AQUATIC SCIENCES|SEP 2016|2016|73|9||||1413|1433||10.1139/cjfas-2015-0191|||8|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|7|0
DNA barcoding and surveillance sampling strategies for Culicoides biting midges (Diptera: Ceratopogonidae) in southern India|Harrup, Lara E.; Laban, Swathi; Purse, Bethan V.; Reddy, Yarabolu Krishnamohan; Reddy, Yella Narasimha; Byregowda, Sonnahallipura Munivenkatappa; Kumar, Naveen; Purushotham, Kondappa Muniramaiah; Kowalli, Shrikant; Prasad, Minakshi; Prasad, Gaya; Bettis, Alison A.; De Keyser, Rien; Logan, James; Garros, Claire; Gopurenko, David; Bellis, Glenn; Labuschagne, Karien; Mathieu, Bruno; Carpenter, Simon||||PARASITES & VECTORS|AUG 22 2016|2016|9|||||||461|10.1186/s13071-016-1722-z|||8|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|7|0
Fire severity mediates seedling recruitment patterns in slender mulga (Acacia aptaneura), a fire-sensitive Australian desert shrub with heat-stimulated germination|Wright, Boyd R.; Latz, Peter K.; Zuur, A. F.||||PLANT ECOLOGY|JUN 2016|2016|217|6||||789|800||10.1007/s11258-015-0550-0|||8|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|4|3|0
Spillover of tachinids and hoverflies from different field margins|Inclan, Diego J.; Dainese, Matteo; Cerretti, Pierfilippo; Paniccia, Dino; Marini, Lorenzo||||BASIC AND APPLIED ECOLOGY|FEB 2016|2016|17|1||||33|42||10.1016/j.baae.2015.08.005|||8|2|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|2|0
Effects of Elodea nuttallii on temperate freshwater plants, microalgae and invertebrates: small differences between invaded and uninvaded areas|Kelly, Ruth; Harrod, Chris; Maggs, Christine A.; Reid, Neil||||BIOLOGICAL INVASIONS|JUL 2015|2015|17|7||||2123|2138||10.1007/s10530-015-0865-8|||8|1.6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|1|3|1
Obstetric and Neonatal Outcome of Pregnancies Fathered by Males on Immunosuppression After Solid Organ Transplantation|Morken, N. -H.; Diaz-Garcia, C.; Reisaeter, A. V.; Foss, A.; Leivestad, T.; Geiran, O.; Hervas, D.; Brannstrom, M.||||AMERICAN JOURNAL OF TRANSPLANTATION|JUN 2015|2015|15|6||||1666|1673||10.1111/ajt.13159|||8|1.6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|4|3|0
How sampling influences the statistical power to detect changes in abundance: an application to river restoration|Vaudor, Lise; Lamouroux, Nicolas; Olivier, Jean-Michel; Forcellini, Maxence||||FRESHWATER BIOLOGY|JUN 2015|2015|60|6|||SI|1192|1207||10.1111/fwb.12513|||8|1.6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|2|2|1|0
Effects of egg attendance on male mating success in a harvestman with exclusive paternal care|Requena, Gustavo S.; Machado, Glauco||||BEHAVIORAL ECOLOGY|MAY-JUN 2015|2015|26|3||||926|935||10.1093/beheco/arv035|||8|1.6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|1|3|3|0
New adhesive traps to monitor urban mosquitoes with a case study to assess the efficacy of insecticide control strategies in temperate areas|Caputo, Beniamino; Ienco, Annamaria; Manica, Mattia; Petrarca, Vincenzo; Rosa, Roberto; della Torre, Alessandra||||PARASITES & VECTORS|FEB 28 2015|2015|8|||||||134|10.1186/s13071-015-0734-4|||8|1.6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|5|1|1|0
DIET AND REPRODUCTION OF THE GOLIATH GROUPER, EPINEPHELUS ITAJARA (ACTINOPTERYGII: PERCIFORMES: SERRANIDAE), IN EASTERN BRAZIL|Freitas, Matheus O.; Abilhoa, Vincius; Giglio, Vinicius J.; Hostim-Silva, Mauricio; de Moura, Rodrigo L.; Francini-Filho, Ronaldo B.; Minte-Vera, Carolina V.||||ACTA ICHTHYOLOGICA ET PISCATORIA|2015|2015|45|1||||1|11||10.3750/AIP2015.45.1.01|||8|1.6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|3|2|0
Pitfalls in the Implementation of Bayesian Hierarchical Modeling of Areal Count Data: An Illustration Using BYM and Leroux Models|Gerber, Lorian; Furrer, Reinhard||||JOURNAL OF STATISTICAL SOFTWARE|JAN 2015|2015|63|CS1||||1|32|||||8|1.6|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|3|3|1
Weighted pairwise likelihood estimation for a general class of random effects models|Vasdekis, Vassilis G. S.; Rizopoulos, Dimitris; Moustaki, Irini||||BIOSTATISTICS|OCT 2014|2014|15|4||||677|689||10.1093/biostatistics/kxu018|||8|1.33|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|1|2|2|1
ss3sim: An R Package for Fisheries Stock Assessment Simulation with Stock Synthesis|Anderson, Sean C.; Monnahan, Cole C.; Johnson, Kelli F.; Ono, Kotaro; Valero, Juan L.||||PLOS ONE|APR 3 2014|2014|9|4||||||e92725|10.1371/journal.pone.0092725|||8|1.33|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|6|1|0|0
Survival and metamorphosis of low-density populations of larval sea lampreys (Petromyzon marinus) in streams following lampricide treatment|Johnson, Nicholas S.; Swink, William D.; Brenden, Travis O.; Slade, Jeffrey W.; Steeves, Todd B.; Fodale, Michael F.; Jones, Michael L.||||JOURNAL OF GREAT LAKES RESEARCH|MAR 2014|2014|40|1||||155|163||10.1016/j.jglr.2013.12.005|||8|1.33|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4|3|1|0
Harvest levels that conserve spawning biomass can provide larger and more stable and sustainable yields in intermixed fisheries|Molton, Kyle J.; Brenden, Travis O.; Bence, James R.||||FISHERIES RESEARCH|OCT 2013|2013|147|||||264|283||10.1016/j.fishres.2013.07.004|||8|1.14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|2|3|3|0|0
Does cooperation increase helpers' later success as breeders? A test of the skills hypothesis in the cooperatively displaying lance-tailed manakin|DuVal, Emily H.||||JOURNAL OF ANIMAL ECOLOGY|JUL 2013|2013|82|4||||884|893||10.1111/1365-2656.12057|||8|1.14|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|2|1|1|1|0
Surplus Production Model Accuracy in Populations Affected by a No-Take Marine Protected Area|Pincin, Jennifer S.; Wilberg, Michael J.||||MARINE AND COASTAL FISHERIES|2012|2012|4|1||||511|525||10.1080/19425120.2012.685145|||8|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|2|0|4|0|1
Migration in the Anthropocene: how collective navigation, environmental system and taxonomy shape the vulnerability of migratory species|Hardesty-Moore, Molly; Deinet, Stefanie; Freeman, Robin; Titcomb, Georgia C.; Dillon, Erin M.; Stears, Keenan; Klope, Maggie; Bui, An; Orr, Devyn; Young, Hillary S.; Miller-ter Kuile, Ana; Hughey, Lacey F.; McCauley, Douglas J.||||PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES|MAY 19 2018|2018|373|1746||||||20170017|10.1098/rstb.2017.0017|||7|3.5|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|7|0
Statistical modelling of individual animal movement: an overview of key methods and a discussion of practical challenges|Patterson, Toby A.; Parton, Alison; Langrock, Roland; Blackwell, Paul G.; Thomas, Len; King, Ruth||||ASTA-ADVANCES IN STATISTICAL ANALYSIS|OCT 2017|2017|101|4||||399|438||10.1007/s10182-017-0302-7|||7|2.33|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|3|2|2
